antenna_id,frequency_mhz,tx_power_dbm,tx_height_m,grid_lat,grid_lon,rsrp_dbm,path_loss_db,antenna_gain_dbi,model_used,environment,terrain_type,los_nlos
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.040168,-137.73,162.73,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.039927,-137.68,162.68,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.039686,-137.63,162.63,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.039444,-137.58,162.58,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.039203,-137.53,162.53,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.038962,-137.48,162.48,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.03872,-137.43,162.43,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.038479,-137.38,162.38,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.038238,-137.32,162.32,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.037996,-137.27,162.27,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.037755,-137.22,162.22,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.037513,-137.17,162.17,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.037272,-137.12,162.12,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.037031,-137.07,162.07,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.036789,-137.02,162.02,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.036548,-136.97,161.97,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.036307,-136.92,161.92,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.036065,-136.87,161.87,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.035824,-136.82,161.82,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.035583,-136.76,161.76,-15.0,cost231_hata,Urban,N/A,1
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.035341,-136.71,161.71,-15.0,cost231_hata,Urban,N/A,1
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.0351,-136.66,161.66,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.034859,-136.61,161.61,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.034617,-136.56,161.56,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.034376,-136.51,161.51,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.034135,-136.46,161.46,-15.0,cost231_hata,Urban,N/A,1
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.033893,-136.41,161.41,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.033652,-136.36,161.36,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.03341,-136.31,161.31,-15.0,cost231_hata,Urban,N/A,0
d09462bf-da2e-4fba-8d18-2833226784dc,1800.0,40.0,30.0,-2.93996,-79.033169,-136.26,161.26,-15.0,cost231_hata,Urban,N/A,0
