antenna_id,frequency_mhz,tx_power_dbm,tx_height_m,grid_lat,grid_lon,rsrp_dbm,path_loss_db,antenna_gain_dbi,model_used,environment,terrain_type,los_nlos
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.047227,-113.48,168.94,15.46,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.046968,-113.46,168.89,15.43,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.04671,-113.44,168.85,15.41,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.046451,-113.41,168.81,15.39,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.046193,-113.39,168.76,15.37,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.045934,-113.37,168.72,15.35,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.045676,-113.35,168.68,15.33,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.045417,-113.32,168.63,15.31,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.045159,-113.3,168.59,15.28,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.0449,-113.28,168.54,15.26,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.044642,-113.26,168.5,15.24,cost231_hata,Urban,N/A,0
b91c0fa3-40d6-4504-b7ce-80677d3b9d08,2100.0,40.0,25.0,-2.94122,-79.044384,-113.24,168.46,15.22,cost231_hata,Urban,N/A,0
