antenna_id,frequency_mhz,tx_power_dbm,tx_height_m,grid_lat,grid_lon,rsrp_dbm,path_loss_db,antenna_gain_dbi,model_used,environment,terrain_type,los_nlos
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.040168,-137.73,162.73,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.039927,-137.68,162.68,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.039686,-137.63,162.63,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.039444,-137.58,162.58,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.039203,-137.53,162.53,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.038962,-137.48,162.48,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.03872,-137.43,162.43,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.038479,-137.38,162.38,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.038238,-137.32,162.32,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.037996,-137.27,162.27,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.037755,-137.22,162.22,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.037513,-137.17,162.17,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.037272,-137.12,162.12,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.037031,-137.07,162.07,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.036789,-137.02,162.02,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.036548,-136.97,161.97,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.036307,-136.92,161.92,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.036065,-136.87,161.87,-15.0,cost231_hata,Urban,N/A,0
4bc87b61-ad10-4048-a2ba-0c12ebd2bb5e,1800.0,40.0,30.0,-2.93996,-79.035824,-136.81,161.81,-15.0,cost231_hata,Urban,N/A,0
